PATH,TYPE,VALUE,MTIME
/AppEvents/Schemes/Apps/.Default/WindowsLogoff/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Logoff Sound.wav,
/AppEvents/Schemes/Apps/.Default/WindowsLogoff/.Default,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/.Default/WindowsLogoff/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Logoff Sound.wav,
/AppEvents/Schemes/Apps/.Default/WindowsLogon,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/.Default/WindowsLogon/.Current,KEY,,2004-08-19 23:06:27
/AppEvents/Schemes/Apps/.Default/WindowsLogon/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Logon Sound.wav,
/AppEvents/Schemes/Apps/.Default/WindowsLogon/.Default,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/.Default/WindowsLogon/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Logon Sound.wav,
/AppEvents/Schemes/Apps/Conf,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/Conf/,SZ,NetMeeting,
/AppEvents/Schemes/Apps/Conf/Person Joins,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/Conf/Person Joins/.Current,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/Conf/Person Joins/.Current/,SZ,C:\Program Files\NetMeeting\Blip.wav,
/AppEvents/Schemes/Apps/Conf/Person Leaves,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/Conf/Person Leaves/.Current,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/Conf/Person Leaves/.Current/,SZ,C:\Program Files\NetMeeting\Blip.wav,
/AppEvents/Schemes/Apps/Conf/Receive Call,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/Conf/Receive Call/.Current,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/Conf/Receive Call/.Current/,SZ,C:\WINDOWS\Media\RingIn.wav,
/AppEvents/Schemes/Apps/Conf/Receive Request to Join,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/Conf/Receive Request to Join/.Current,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/Conf/Receive Request to Join/.Current/,SZ,C:\WINDOWS\Media\RingIn.wav,
/AppEvents/Schemes/Apps/Explorer,KEY,,2004-08-19 23:04:18
/AppEvents/Schemes/Apps/Explorer/,SZ,Windows Explorer,
/AppEvents/Schemes/Apps/Explorer/DispFileName,SZ,@mmsys.cpl%2C-5854,
/AppEvents/Schemes/Apps/Explorer/ActivatingDocument,KEY,,2004-08-19 23:04:18
/AppEvents/Schemes/Apps/Explorer/ActivatingDocument/,SZ,,
/AppEvents/Schemes/Apps/Explorer/EmptyRecycleBin,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/Explorer/EmptyRecycleBin/.Current,KEY,,2004-08-19 23:06:27
/AppEvents/Schemes/Apps/Explorer/EmptyRecycleBin/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Recycle.wav,
/AppEvents/Schemes/Apps/Explorer/EmptyRecycleBin/.Default,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Apps/Explorer/EmptyRecycleBin/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Recycle.wav,
/AppEvents/Schemes/Apps/Explorer/MoveMenuItem,KEY,,2004-08-19 23:04:18
/AppEvents/Schemes/Apps/Explorer/MoveMenuItem/,SZ,,
/AppEvents/Schemes/Apps/Explorer/Navigating,KEY,,2004-08-19 23:04:18
/AppEvents/Schemes/Apps/Explorer/Navigating/,SZ,,
/AppEvents/Schemes/Apps/Explorer/Navigating/.Current,KEY,,2004-08-19 23:06:27
/AppEvents/Schemes/Apps/Explorer/Navigating/.Current/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Start.wav,
/AppEvents/Schemes/Apps/Explorer/Navigating/.Default,KEY,,2004-08-19 23:04:06
