PATH,TYPE,VALUE,MTIME
/SAM/Domains/Account/Users/Names,KEY,,2004-08-19 23:03:54
/SAM/Domains/Account/Users/Names/,NONE,(null),
/SAM/Domains/Account/Users/Names/Administrator,KEY,,2004-08-19 16:59:24
/SAM/Domains/Account/Users/Names/Administrator/,0x000001F4,(null),
/SAM/Domains/Account/Users/Names/Guest,KEY,,2004-08-19 16:59:24
/SAM/Domains/Account/Users/Names/Guest/,0x000001F5,(null),
/SAM/Domains/Account/Users/Names/HelpAssistant,KEY,,2004-08-19 22:28:24
/SAM/Domains/Account/Users/Names/HelpAssistant/,0x000003E8,(null),
/SAM/Domains/Account/Users/Names/Mr. Evil,KEY,,2004-08-19 23:03:54
/SAM/Domains/Account/Users/Names/Mr. Evil/,0x000003EB,(null),
/SAM/Domains/Account/Users/Names/SUPPORT_388945a0,KEY,,2004-08-19 22:35:19
/SAM/Domains/Account/Users/Names/SUPPORT_388945a0/,0x000003EA,(null),
/SAM/Domains/Builtin,KEY,,2004-08-19 23:03:54
/SAM/Domains/Builtin/F,BINARY,%02%00%01%00%00%00%00%00%10n5%E1%0D%86%C4%01%07%00%00%00%00%00%00%00%00%00%00%00@%DE%FF%FF%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%80%00%CC%1D%CF%FB%FF%FF%FF%00%CC%1D%CF%FB%FF%FF%FF%00%00%00%00%00%00%00%00%E8%03%00%00%00%00%00%00%00%00%00%00%00%00%00%00%01%00%00%00%03%00%00%00%01%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00,
/SAM/Domains/Builtin/V,BINARY,%00%00%00%00%98%00%00%00%02%00%01%00%98%00%00%00%0C%00%00%00%00%00%00%00%A4%00%00%00%00%00%00%00%00%00%00%00%A4%00%00%00%00%00%00%00%00%00%00%00%01%00%14%80x%00%00%00%88%00%00%00%14%00%00%00D%00%00%00%02%000%00%02%00%00%00%02%C0%14%00z%04%05%01%01%01%00%00%00%00%00%01%00%00%00%00%02%C0%14%00%FF%FF%1F%00%01%01%00%00%00%00%00%05%07%00%00%00%02%004%00%02%00%00%00%00%00%14%00%85%03%02%00%01%01%00%00%00%00%00%01%00%00%00%00%00%00%18%00%C5%07%02%00%01%02%00%00%00%00%00%05 %00%00%00 %02%00%00%01%02%00%00%00%00%00%05 %00%00%00 %02%00%00%01%02%00%00%00%00%00%05 %00%00%00 %02%00%00%01%01%00%00%00%00%00%05 %00%00%00,
/SAM/Domains/Builtin/Aliases,KEY,,2004-08-19 16:59:25
/SAM/Domains/Builtin/Aliases/,RSRC_LIST,(null),
/SAM/Domains/Builtin/Aliases/00000220,KEY,,2004-08-19 23:03:54
/SAM/Domains/Builtin/Aliases/00000220/C,BINARY, %02%00%00%00%00%00%00%98%00%00%00%02%00%01%00%98%00%00%00%1C%00%00%00%00%00%00%00%B4%00%00%00%96%00%00%00%00%00%00%00L%01%00%008%00%00%00%02%00%00%00%01%00%14%80x%00%00%00%88%00%00%00%14%00%00%00D%00%00%00%02%000%00%02%00%00%00%02%C0%14%00%13%00%05%01%01%01%00%00%00%00%00%01%00%00%00%00%02%C0%14%00%FF%FF%1F%00%01%01%00%00%00%00%00%05%07%00%00%00%02%004%00%02%00%00%00%00%00%14%00%0C%00%02%00%01%01%00%00%00%00%00%01%00%00%00%00%00%00%18%00%1F%00%0F%00%01%02%00%00%00%00%00%05 %00%00%00 %02%00%00%01%02%00%00%00%00%00%05 %00%00%00 %02%00%00%01%02%00%00%00%00%00%05 %00%00%00 %02%00%00A%00d%00m%00i%00n%00i%00s%00t%00r%00a%00t%00o%00r%00s%00A%00d%00m%00i%00n%00i%00s%00t%00r%00a%00t%00o%00r%00s%00 %00h%00a%00v%00e%00 %00c%00o%00m%00p%00l%00e%00t%00e%00 %00a%00n%00d%00 %00u%00n%00r%00e%00s%00t%00r%00i%00c%00t%00e%00d%00 %00a%00c%00c%00e%00s%00s%00 %00t%00o%00 %00t%00h%00e%00 %00c%00o%00m%00p%00u%00t%00e%00r%00/%00d%00o%00m%00a%00i%00n%00%00%00%01%05%00%00%00%00%00%05%15%00%00%00%92%E0<wT%19%0E)%A87%D6e%F4%01%00%00%01%05%00%00%00%00%00%05%15%00%00%00%92%E0<wT%19%0E)%A87%D6e%EB%03%00%00,
/SAM/Domains/Builtin/Aliases/00000221,KEY,,2004-08-19 17:01:55
