PATH,TYPE,VALUE,MTIME
/Classes/AppID/{6d8ff8e0-730d-11d4-bf42-00b0d0118b56},KEY,,2004-08-19 16:56:12
/Classes/AppID/{6d8ff8e0-730d-11d4-bf42-00b0d0118b56}/,SZ,UPnPContainer,
/Classes/AppID/{6d8ff8e0-730d-11d4-bf42-00b0d0118b56}/AuthenticationLevel,DWORD,0x00000000,
/Classes/AppID/{6d8ff8e0-730d-11d4-bf42-00b0d0118b56}/LaunchPermission,BINARY,%01%00%14%808%00%00%00T%00%00%00%14%00%00%00%1C%00%00%00%02%00%08%00%00%00%00%00%02%00%1C%00%01%00%00%00%00%00%14%00%01%00%00%00%01%01%00%00%00%00%00%05%06%00%00%00%01%05%00%00%00%00%00%05%15%00%00%00%9E@~%14%DB%EB%0CP%8A%A72?%F4%01%00%00%01%05%00%00%00%00%00%05%15%00%00%00%9E@~%14%DB%EB%0CP%8A%A72?%01%02%00%00,
/Classes/AppID/{D3938AB0-5B9D-11D1-8DD2-00AA004ABD5E},KEY,,2004-08-19 16:56:12
/Classes/AppID/{D3938AB0-5B9D-11D1-8DD2-00AA004ABD5E}/,SZ,SENS Subscriber for EventSystem IEventObjectChange events,
/Classes/AppID/{D3938AB0-5B9D-11D1-8DD2-00AA004ABD5E}/LocalService,SZ,SENS,
/Classes/AppID/{D3E34B21-9D75-101A-8C3D-00AA001A1652},KEY,,2004-08-19 16:56:12
/Classes/AppID/{D3E34B21-9D75-101A-8C3D-00AA001A1652}/,SZ,Paintbrush,
/Classes/AppID/{D485DDC0-49C6-11d1-8E56-00A0C92C9D5D},KEY,,2004-08-19 16:56:14
/Classes/AppID/{D485DDC0-49C6-11d1-8E56-00A0C92C9D5D}/,SZ,Logical Disk Manager Remote Client,
/Classes/AppID/{D485DDC0-49C6-11d1-8E56-00A0C92C9D5D}/LocalServer32,SZ,dmremote.exe,
